day,barri,category,impact,description
2023-09-23,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,Sants,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,Sants - Badal,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,Sarrià,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,Torre Baró,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,Vallbona,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,Verdun,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Baix Guinardó,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Barri Gòtic,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Bon Pastor,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Carmel,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Clot,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Coll,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Congrés i els Indians,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Fort Pienc,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Guinardó,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Celta de Vigo (Jornada 6)
2023-09-23,el Poble-sec,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Poblenou,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Putxet i el Farró,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Raval,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,el Turó de la Peira,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Barceloneta,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Bordeta,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Clota,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Font d'en Fargues,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Font de la Guatlla,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Guineueta,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Marina de Port,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Prosperitat,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Sagrada Família,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Sagrera,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Salut,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Teixonera,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Trinitat Nova,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Trinitat Vella,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Vall d'Hebron,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Verneda i la Pau,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,la Vila de Gràcia,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,les Corts,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,les Roquetes,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-23,les Tres Torres,Traditional Festival,4,La Mercè 2023 - Day 2
2023-09-24,Baró de Viver,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Can Baró,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Can Peguera,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Canyelles,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Ciutat Meridiana,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Horta,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Hostafrancs,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Montbau,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Navas,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Pedralbes,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Porta,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Provençals del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Sant Andreu,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Sant Antoni,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Sants,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Sants - Badal,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Sarrià,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Torre Baró,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Vallbona,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Verdun,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Baix Guinardó,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Barri Gòtic,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Bon Pastor,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Carmel,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Clot,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Coll,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Congrés i els Indians,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Fort Pienc,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Guinardó,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Poble-sec,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Poblenou,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Putxet i el Farró,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Raval,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,el Turó de la Peira,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Barceloneta,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Bordeta,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Clota,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Font d'en Fargues,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Font de la Guatlla,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Guineueta,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Marina de Port,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Prosperitat,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Sagrada Família,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Sagrera,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Salut,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Teixonera,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Trinitat Nova,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Trinitat Vella,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Vall d'Hebron,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Verneda i la Pau,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,la Vila de Gràcia,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,les Corts,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,les Roquetes,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-24,les Tres Torres,Traditional Festival,4,La Mercè 2023 - Day 3
2023-09-25,Baró de Viver,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Can Baró,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Can Peguera,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Canyelles,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Ciutat Meridiana,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Horta,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Hostafrancs,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Montbau,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Navas,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Pedralbes,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Porta,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Provençals del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Sant Andreu,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Sant Antoni,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Sants,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Sants - Badal,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Sarrià,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Torre Baró,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Vallbona,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Verdun,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Baix Guinardó,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Barri Gòtic,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Bon Pastor,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Carmel,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Clot,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Coll,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Congrés i els Indians,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Fort Pienc,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Guinardó,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Poble-sec,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Poblenou,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Putxet i el Farró,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Raval,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,el Turó de la Peira,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Barceloneta,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Bordeta,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Clota,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Font d'en Fargues,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Font de la Guatlla,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Guineueta,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Marina de Port,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Prosperitat,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Sagrada Família,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Sagrera,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Salut,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Teixonera,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Trinitat Nova,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Trinitat Vella,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Vall d'Hebron,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Verneda i la Pau,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,la Vila de Gràcia,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,les Corts,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,les Roquetes,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-25,les Tres Torres,Traditional Festival,4,La Mercè 2023 - Day 4
2023-09-29,el Poble-sec,Sporting Event,4,La Liga - FC Barcelona vs Sevilla (Jornada 8)
2023-10-22,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Athletic Club (Jornada 10)
2023-10-25,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs Shakhtar Donetsk (Jornada 3)
2023-10-28,el Poble-sec,Sporting Event,5,La Liga - FC Barcelona vs Real Madrid (Jornada 11)
2023-11-01,el Poble-sec,Concert/Music Festival,5,Madonna Concert (Palau Sant Jordi) - Night 1
2023-11-02,el Poble-sec,Concert/Music Festival,5,Madonna Concert (Palau Sant Jordi) - Night 2
2023-11-12,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Alavés (Jornada 13)
2023-11-28,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs FC Porto (Jornada 5)
2023-12-03,el Poble-sec,Sporting Event,4,La Liga - FC Barcelona vs Atlético Madrid (Jornada 15)
2023-12-10,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Girona (Jornada 16)
2023-12-20,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Almería (Jornada 18)
2024-01-27,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Villarreal (Jornada 22)
2024-01-30,la Marina del Prat Vermell,Trade Show/Exhibition,4,ISE (Integrated Systems Europe) 2024 - Day 1
2024-01-31,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Osasuna (Jornada 20)
2024-01-31,la Marina del Prat Vermell,Trade Show/Exhibition,4,ISE (Integrated Systems Europe) 2024 - Day 2
2024-02-01,la Marina del Prat Vermell,Trade Show/Exhibition,4,ISE (Integrated Systems Europe) 2024 - Day 3
2024-02-02,la Marina del Prat Vermell,Trade Show/Exhibition,4,ISE (Integrated Systems Europe) 2024 - Day 4
2024-02-11,Diagonal Mar i el Front Marítim del Poblenou,Sporting Event,3,Mitja Marató de Barcelona 2024
2024-02-11,"Sant Pere, Santa Caterina i la Ribera",Sporting Event,3,Mitja Marató de Barcelona 2024
2024-02-11,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Granada CF (Jornada 24)
2024-02-11,el Poblenou,Sporting Event,3,Mitja Marató de Barcelona 2024
2024-02-11,la Barceloneta,Sporting Event,3,Mitja Marató de Barcelona 2024
2024-02-11,la Vila Olímpica del Poblenou,Sporting Event,3,Mitja Marató de Barcelona 2024
2024-02-24,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Getafe (Jornada 26)
2024-02-26,la Marina del Prat Vermell,Trade Show/Exhibition,5,MWC Mobile World Congress 2024 - Day 1
2024-02-27,la Marina del Prat Vermell,Trade Show/Exhibition,5,MWC Mobile World Congress 2024 - Day 2
2024-02-28,la Marina del Prat Vermell,Trade Show/Exhibition,5,MWC Mobile World Congress 2024 - Day 3
2024-02-29,la Marina del Prat Vermell,Trade Show/Exhibition,5,MWC Mobile World Congress 2024 - Day 4
2024-03-08,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Mallorca (Jornada 28)
2024-03-10,Baró de Viver,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Can Baró,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Can Peguera,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Canyelles,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Ciutat Meridiana,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Diagonal Mar i el Front Marítim del Poblenou,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Horta,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Hostafrancs,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Montbau,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Navas,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Pedralbes,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Porta,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Provençals del Poblenou,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Sant Andreu,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Sant Antoni,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Sant Genís dels Agudells,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Sant Gervasi - Galvany,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Sant Gervasi - la Bonanova,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Sant Martí de Provençals,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,"Sant Pere, Santa Caterina i la Ribera",Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Sants,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Sants - Badal,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Sarrià,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Torre Baró,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Vallbona,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Vallcarca i els Penitents,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,"Vallvidrera, el Tibidabo i les Planes",Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Verdun,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,Vilapicina i la Torre Llobeta,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Baix Guinardó,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Barri Gòtic,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Besòs i el Maresme,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Bon Pastor,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Camp d'en Grassot i Gràcia Nova,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Camp de l'Arpa del Clot,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Carmel,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Clot,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Coll,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Congrés i els Indians,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Fort Pienc,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Guinardó,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Parc i la Llacuna del Poblenou,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Poble-sec,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Poblenou,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Putxet i el Farró,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Raval,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,el Turó de la Peira,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,l'Antiga Esquerra de l'Eixample,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Barceloneta,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Bordeta,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Clota,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Dreta de l'Eixample,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Font d'en Fargues,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Font de la Guatlla,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Guineueta,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Marina de Port,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Marina del Prat Vermell,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Maternitat i Sant Ramon,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Nova Esquerra de l'Eixample,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Prosperitat,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Sagrada Família,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Sagrera,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Salut,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Teixonera,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Trinitat Nova,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Trinitat Vella,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Vall d'Hebron,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Verneda i la Pau,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Vila Olímpica del Poblenou,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,la Vila de Gràcia,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,les Corts,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,les Roquetes,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-10,les Tres Torres,Sporting Event,3,Zurich Marató Barcelona 2024
2024-03-12,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs Napoli (Octavos de final)
2024-03-30,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs UD Las Palmas (Jornada 30)
2024-04-16,el Poble-sec,Sporting Event,5,UEFA Champions League - FC Barcelona vs Paris Saint Germain (Cuartos de final)
2024-04-23,Baró de Viver,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Can Baró,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Can Peguera,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Canyelles,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Ciutat Meridiana,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Horta,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Hostafrancs,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Montbau,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Navas,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Pedralbes,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Porta,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Provençals del Poblenou,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Sant Andreu,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Sant Antoni,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Sant Genís dels Agudells,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Sant Gervasi - Galvany,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Sant Gervasi - la Bonanova,Traditional Festival,4,Diada de Sant Jordi 2024
